,name_road,oldname_road,points
26,26,2904,"[(30.66221135, 104.0764857), (30.66139729, 104.0782286)]"
27,27,2905,"[(30.66310274, 104.0744995), (30.66221135, 104.0764857)]"
28,28,3413,"[(30.65916798, 104.078706), (30.66062591, 104.0797902)]"
29,29,3414,"[(30.65950096, 104.0821018), (30.66062591, 104.0797902)]"
30,30,3415,"[(30.66323476, 104.0814139), (30.66062591, 104.0797902)]"
31,31,3486,"[(30.66972895, 104.0723581), (30.67124245, 104.0733448)]"
32,32,3487,"[(30.66974975, 104.0766779), (30.67124245, 104.0733448)]"
33,33,3488,"[(30.67202107, 104.0715214), (30.67124245, 104.0733448)]"
34,34,3489,"[(30.67271422, 104.0744083), (30.67124245, 104.0733448)]"
35,35,3559,"[(30.66695776, 104.0748457), (30.66829634, 104.0756937)]"
36,36,3560,"[(30.66741927, 104.07744), (30.66829634, 104.0756937)]"
37,37,3561,"[(30.66972895, 104.0723581), (30.66829634, 104.0756937)]"
38,38,3562,"[(30.66974975, 104.0766779), (30.66829634, 104.0756937)]"
39,39,3650,"[(30.66947157, 104.0657402), (30.66946366, 104.0663159)]"
40,40,3651,"[(30.66950393, 104.0681003), (30.66946366, 104.0663159)]"
41,41,3652,"[(30.66221135, 104.0764857), (30.66468753, 104.0781096)]"
42,42,3653,"[(30.66389343, 104.0798131), (30.66468753, 104.0781096)]"
43,43,3654,"[(30.66566031, 104.0761884), (30.66468753, 104.0781096)]"
44,44,3655,"[(30.66658936, 104.0792781), (30.66468753, 104.0781096)]"
45,45,3682,"[(30.65684818, 104.0716869), (30.65744999, 104.0704498)]"
46,46,3683,"[(30.65841363, 104.0685349), (30.65744999, 104.0704498)]"
47,47,3684,"[(30.66099639, 104.0729025), (30.65744999, 104.0704498)]"
48,48,3744,"[(30.6563458, 104.085206), (30.65673383, 104.0842535)]"
49,49,3745,"[(30.65811967, 104.0811576), (30.65673383, 104.0842535)]"
50,50,3746,"[(30.65815153, 104.0851728), (30.65673383, 104.0842535)]"
51,51,3771,"[(30.65688755, 104.0583608), (30.65705933, 104.0634634)]"
52,52,3772,"[(30.65498885, 104.063511), (30.65705933, 104.0634634)]"
53,53,3773,"[(30.65714859, 104.0679573), (30.65705933, 104.0634634)]"
54,54,3774,"[(30.65879461, 104.0633208), (30.65705933, 104.0634634)]"
55,55,3803,"[(30.6627216, 104.0697571), (30.66615043, 104.0697966)]"
56,56,3804,"[(30.66451347, 104.0732972), (30.66615043, 104.0697966)]"
57,57,3805,"[(30.66609783, 104.0683074), (30.66615043, 104.0697966)]"
58,58,3806,"[(30.66829663, 104.0713876), (30.66615043, 104.0697966)]"
59,59,3830,"[(30.66967255, 104.0811962), (30.67110531, 104.0821882)]"
60,60,3831,"[(30.66959784, 104.0854869), (30.67110531, 104.0821882)]"
61,61,3832,"[(30.67192313, 104.0803937), (30.67110531, 104.0821882)]"
62,62,3833,"[(30.67384238, 104.0840318), (30.67110531, 104.0821882)]"
63,63,3882,"[(30.65097336, 104.0665173), (30.65381329, 104.0677955)]"
64,64,3883,"[(30.65189819, 104.0701792), (30.65381329, 104.0677955)]"
65,65,3884,"[(30.65485151, 104.0664825), (30.65381329, 104.0677955)]"
66,66,3904,"[(30.66162768, 104.0847123), (30.66383958, 104.0859453)]"
67,67,3905,"[(30.66401786, 104.0861632), (30.66383958, 104.0859453)]"
68,68,3906,"[(30.66419702, 104.0844988), (30.66383958, 104.0859453)]"
69,69,3956,"[(30.66001727, 104.0881928), (30.66187992, 104.0892991)]"
70,70,3957,"[(30.66262974, 104.0880259), (30.66187992, 104.0892991)]"
71,71,3958,"[(30.66368435, 104.0896351), (30.66187992, 104.0892991)]"
72,72,3979,"[(30.6485309, 104.0724705), (30.64887984, 104.0696483)]"
73,73,3980,"[(30.64989872, 104.0637012), (30.64887984, 104.0696483)]"
74,74,3981,"[(30.65116749, 104.0698233), (30.64887984, 104.0696483)]"
75,75,4114,"[(30.66903116, 104.0784525), (30.67048239, 104.0794847)]"
76,76,4115,"[(30.66967255, 104.0811962), (30.67048239, 104.0794847)]"
77,77,4116,"[(30.67124474, 104.0778208), (30.67048239, 104.0794847)]"
78,78,4117,"[(30.67192313, 104.0803937), (30.67048239, 104.0794847)]"
79,79,4222,"[(30.66577495, 104.0663676), (30.66585244, 104.0683242)]"
80,80,4223,"[(30.66259625, 104.0684967), (30.66585244, 104.0683242)]"
81,81,4224,"[(30.66609783, 104.0683074), (30.66585244, 104.0683242)]"
82,82,4246,"[(30.64586314, 104.0804742), (30.64925009, 104.0817032)]"
83,83,4248,"[(30.64973437, 104.0808711), (30.64925009, 104.0817032)]"
84,84,4249,"[(30.65151133, 104.0827149), (30.64925009, 104.0817032)]"
85,85,4282,"[(30.6587772, 104.0582534), (30.65887109, 104.0617403)]"
86,86,4344,"[(30.6587772, 104.0582534), (30.66070539, 104.0581439)]"
87,87,4345,"[(30.66075741, 104.0602277), (30.66070539, 104.0581439)]"
88,88,4346,"[(30.66240031, 104.0581438), (30.66070539, 104.0581439)]"
89,89,4417,"[(30.6485309, 104.0724705), (30.65083318, 104.0726028)]"
90,90,4418,"[(30.64984915, 104.0759907), (30.65083318, 104.0726028)]"
91,91,4419,"[(30.65189819, 104.0701792), (30.65083318, 104.0726028)]"
92,92,4420,"[(30.65259729, 104.0741366), (30.65083318, 104.0726028)]"
93,93,4540,"[(30.6517935, 104.0549607), (30.6535869, 104.0562259)]"
94,94,4541,"[(30.65264309, 104.0581861), (30.6535869, 104.0562259)]"
95,95,4542,"[(30.6553011, 104.0574646), (30.6535869, 104.0562259)]"
96,96,4562,"[(30.65755893, 104.0863404), (30.65815153, 104.0851728)]"
97,97,4563,"[(30.65886582, 104.083667), (30.65815153, 104.0851728)]"
98,98,4564,"[(30.66062918, 104.0867086), (30.65815153, 104.0851728)]"
99,99,4577,"[(30.66243375, 104.0719509), (30.66386644, 104.0728306)]"
100,100,4578,"[(30.66451347, 104.0732972), (30.66386644, 104.0728306)]"
101,101,4669,"[(30.66503017, 104.0824686), (30.66585121, 104.0810256)]"
102,102,4670,"[(30.66658936, 104.0792781), (30.66585121, 104.0810256)]"
103,103,4683,"[(30.64675931, 104.0783778), (30.64973437, 104.0808711)]"
104,104,4684,"[(30.65164009, 104.0769254), (30.64973437, 104.0808711)]"
105,105,4685,"[(30.65181091, 104.0821982), (30.64973437, 104.0808711)]"
106,106,4739,"[(30.66940919, 104.058001), (30.66945889, 104.0597426)]"
107,107,4740,"[(30.66960555, 104.0629728), (30.66945889, 104.0597426)]"
108,108,4762,"[(30.66597437, 104.0600469), (30.66775043, 104.0599328)]"
109,109,4809,"[(30.66323476, 104.0814139), (30.66389343, 104.0798131)]"
110,110,4894,"[(30.65083815, 104.05724), (30.6517935, 104.0549607)]"
111,111,4962,"[(30.6516143, 104.0636453), (30.65165033, 104.0642409)]"
112,112,4963,"[(30.65097336, 104.0665173), (30.65165033, 104.0642409)]"
113,113,4964,"[(30.65485151, 104.0664825), (30.65165033, 104.0642409)]"
114,114,4965,"[(30.65950096, 104.0821018), (30.66130424, 104.0827159)]"
115,115,4966,"[(30.66231551, 104.0833203), (30.66130424, 104.0827159)]"
116,116,4991,"[(30.66658936, 104.0792781), (30.66813158, 104.0802769)]"
117,117,4992,"[(30.66728632, 104.0819461), (30.66813158, 104.0802769)]"
118,118,4993,"[(30.66903116, 104.0784525), (30.66813158, 104.0802769)]"
119,119,4994,"[(30.66967255, 104.0811962), (30.66813158, 104.0802769)]"
120,120,5017,"[(30.65498885, 104.063511), (30.65485151, 104.0664825)]"
121,121,5018,"[(30.65714859, 104.0679573), (30.65485151, 104.0664825)]"
122,122,5028,"[(30.64830309, 104.0751968), (30.6485309, 104.0724705)]"
123,123,5044,"[(30.66075741, 104.0602277), (30.66071793, 104.0617125)]"
124,124,5045,"[(30.6607499, 104.0649632), (30.66071793, 104.0617125)]"
125,125,5056,"[(30.66964496, 104.0694782), (30.67059491, 104.0707136)]"
126,126,5057,"[(30.66972895, 104.0723581), (30.67059491, 104.0707136)]"
127,127,5058,"[(30.67202107, 104.0715214), (30.67059491, 104.0707136)]"
128,128,5067,"[(30.65151133, 104.0827149), (30.6563458, 104.085206)]"
129,129,5068,"[(30.65755893, 104.0863404), (30.6563458, 104.085206)]"
130,130,5109,"[(30.6609573, 104.0684967), (30.66259625, 104.0684967)]"
131,131,5110,"[(30.6627216, 104.0697571), (30.66259625, 104.0684967)]"
132,132,5151,"[(30.67600168, 104.074683), (30.67758218, 104.0758934)]"
133,133,5152,"[(30.67490618, 104.0813226), (30.67758218, 104.0758934)]"
134,134,5194,"[(30.66960555, 104.0629728), (30.66947157, 104.0657402)]"
135,135,5196,"[(30.64675931, 104.0783778), (30.64830309, 104.0751968)]"
136,136,5197,"[(30.64984915, 104.0759907), (30.64830309, 104.0751968)]"
137,137,5210,"[(30.66501226, 104.0867203), (30.66809939, 104.0885456)]"
138,138,5211,"[(30.66959784, 104.0854869), (30.66809939, 104.0885456)]"
139,139,5212,"[(30.66997767, 104.08965), (30.66809939, 104.0885456)]"
140,140,5226,"[(30.66775544, 104.0630465), (30.6647108, 104.0632366)]"
141,141,5273,"[(30.65259729, 104.0741366), (30.65307435, 104.0745269)]"
142,142,5274,"[(30.65164009, 104.0769254), (30.65307435, 104.0745269)]"
143,143,5275,"[(30.65475607, 104.0757401), (30.65307435, 104.0745269)]"
144,144,5296,"[(30.66647581, 104.0834323), (30.66808938, 104.0845712)]"
145,145,5297,"[(30.66959784, 104.0854869), (30.66808938, 104.0845712)]"
146,146,5298,"[(30.66967255, 104.0811962), (30.66808938, 104.0845712)]"
147,147,5302,"[(30.65714859, 104.0679573), (30.65841363, 104.0685349)]"
148,148,5303,"[(30.65898704, 104.0685263), (30.65841363, 104.0685349)]"
149,149,5328,"[(30.65916798, 104.078706), (30.65990178, 104.0773122)]"
150,150,5329,"[(30.66106452, 104.0746648), (30.65990178, 104.0773122)]"
151,151,5350,"[(30.66741927, 104.07744), (30.66658936, 104.0792781)]"
152,152,5364,"[(30.67363721, 104.0726142), (30.67202107, 104.0715214)]"
153,153,5389,"[(30.65325114, 104.0712373), (30.6551454, 104.0688632)]"
154,154,5408,"[(30.67124474, 104.0778208), (30.67271422, 104.0744083)]"
155,155,5409,"[(30.67363721, 104.0726142), (30.67271422, 104.0744083)]"
156,156,5410,"[(30.67410729, 104.0753428), (30.67271422, 104.0744083)]"
157,157,5412,"[(30.65032194, 104.0583406), (30.65083815, 104.05724)]"
158,158,5413,"[(30.65264309, 104.0581861), (30.65083815, 104.05724)]"
159,159,5434,"[(30.66950393, 104.0681003), (30.66609783, 104.0683074)]"
160,160,5442,"[(30.64984915, 104.0759907), (30.65164009, 104.0769254)]"
161,161,5443,"[(30.6537093, 104.0780951), (30.65164009, 104.0769254)]"
162,162,5447,"[(30.66974975, 104.0766779), (30.67124474, 104.0778208)]"
163,163,5448,"[(30.67260603, 104.0787652), (30.67124474, 104.0778208)]"
164,164,5452,"[(30.66310274, 104.0744995), (30.66566031, 104.0761884)]"
165,165,5453,"[(30.66612382, 104.0765093), (30.66566031, 104.0761884)]"
166,166,5458,"[(30.66231551, 104.0833203), (30.66323476, 104.0814139)]"
167,167,5459,"[(30.66503017, 104.0824686), (30.66323476, 104.0814139)]"
168,168,5473,"[(30.6537093, 104.0780951), (30.65475607, 104.0757401)]"
169,169,5474,"[(30.65602721, 104.0733239), (30.65475607, 104.0757401)]"
170,170,5475,"[(30.65916798, 104.078706), (30.65475607, 104.0757401)]"
171,171,5505,"[(30.66964496, 104.0694782), (30.66950393, 104.0681003)]"
172,172,5506,"[(30.6717139, 104.0682796), (30.66950393, 104.0681003)]"
173,173,5515,"[(30.66695776, 104.0748457), (30.66829663, 104.0713876)]"
174,174,5516,"[(30.66964496, 104.0694782), (30.66829663, 104.0713876)]"
175,175,5517,"[(30.66972895, 104.0723581), (30.66829663, 104.0713876)]"
176,176,5523,"[(30.65197016, 104.0595641), (30.65264309, 104.0581861)]"
177,177,5566,"[(30.65684818, 104.0716869), (30.65602721, 104.0733239)]"
178,178,5569,"[(30.6609573, 104.0684967), (30.65898704, 104.0685263)]"
179,179,5574,"[(30.65755893, 104.0863404), (30.66001727, 104.0881928)]"
180,180,5575,"[(30.66062918, 104.0867086), (30.66001727, 104.0881928)]"
181,181,5578,"[(30.66162768, 104.0847123), (30.66231551, 104.0833203)]"
182,182,5579,"[(30.66419702, 104.0844988), (30.66231551, 104.0833203)]"
183,183,5582,"[(30.65116749, 104.0698233), (30.65189819, 104.0701792)]"
184,184,5586,"[(30.66106452, 104.0746648), (30.66161953, 104.0734954)]"
185,185,5587,"[(30.66243375, 104.0719509), (30.66161953, 104.0734954)]"
186,186,5588,"[(30.66310274, 104.0744995), (30.66161953, 104.0734954)]"
187,187,5591,"[(30.6627216, 104.0697571), (30.66243375, 104.0719509)]"
188,188,5601,"[(30.66106452, 104.0746648), (30.65684818, 104.0716869)]"
189,189,5602,"[(30.66238447, 104.0600977), (30.66075741, 104.0602277)]"
190,190,5627,"[(30.66503017, 104.0824686), (30.66419702, 104.0844988)]"
191,191,5628,"[(30.66570422, 104.0852545), (30.66419702, 104.0844988)]"
192,192,5629,"[(30.6612243, 104.0854998), (30.66062918, 104.0867086)]"
193,193,5630,"[(30.66262974, 104.0880259), (30.66062918, 104.0867086)]"
194,194,5633,"[(30.65334833, 104.0604031), (30.6553011, 104.0574646)]"
195,195,5634,"[(30.65688755, 104.0583608), (30.6553011, 104.0574646)]"
196,196,5635,"[(30.65325114, 104.0712373), (30.6538646, 104.0719955)]"
197,197,5649,"[(30.67497315, 104.0738388), (30.67600168, 104.074683)]"
198,198,5650,"[(30.67344742, 104.079532), (30.67600168, 104.074683)]"
199,199,5651,"[(30.66577495, 104.0663676), (30.6678427, 104.0662788)]"
200,200,5652,"[(30.6612243, 104.0854998), (30.66162768, 104.0847123)]"
201,201,5669,"[(30.64586314, 104.0804742), (30.64675931, 104.0783778)]"
202,202,5674,"[(30.66240031, 104.0581438), (30.66598975, 104.0580837)]"
203,203,5675,"[(30.66597437, 104.0600469), (30.66598975, 104.0580837)]"
204,204,5676,"[(30.66940919, 104.058001), (30.66598975, 104.0580837)]"
205,205,5691,"[(30.66960555, 104.0629728), (30.66775544, 104.0630465)]"
206,206,5692,"[(30.66501226, 104.0867203), (30.66570422, 104.0852545)]"
207,207,5693,"[(30.66647581, 104.0834323), (30.66570422, 104.0852545)]"
208,208,5705,"[(30.65097336, 104.0665173), (30.65116749, 104.0698233)]"
209,209,5716,"[(30.66451347, 104.0732972), (30.66695776, 104.0748457)]"
210,210,5717,"[(30.66612382, 104.0765093), (30.66695776, 104.0748457)]"
211,211,5742,"[(30.67344742, 104.079532), (30.67490618, 104.0813226)]"
212,212,5743,"[(30.67433953, 104.0835351), (30.67490618, 104.0813226)]"
213,213,5748,"[(30.67260603, 104.0787652), (30.67344742, 104.079532)]"
214,214,5754,"[(30.65197016, 104.0595641), (30.65334833, 104.0604031)]"
215,215,5755,"[(30.6549959, 104.061353), (30.65334833, 104.0604031)]"
216,216,5768,"[(30.6516143, 104.0636453), (30.65498885, 104.063511)]"
217,217,5769,"[(30.6549959, 104.061353), (30.65498885, 104.063511)]"
218,218,5773,"[(30.65608713, 104.0696195), (30.65714859, 104.0679573)]"
219,219,5775,"[(30.66084053, 104.0663788), (30.6607499, 104.0649632)]"
220,220,5776,"[(30.66647581, 104.0834323), (30.66503017, 104.0824686)]"
221,221,5785,"[(30.66084053, 104.0663788), (30.6609573, 104.0684967)]"
222,222,5786,"[(30.66099639, 104.0729025), (30.6609573, 104.0684967)]"
223,223,5804,"[(30.66741927, 104.07744), (30.66612382, 104.0765093)]"
224,224,5806,"[(30.66577495, 104.0663676), (30.66084053, 104.0663788)]"
225,225,5817,"[(30.65811967, 104.0811576), (30.65916798, 104.078706)]"
226,226,5819,"[(30.65608713, 104.0696195), (30.65441931, 104.0722331)]"
227,227,5828,"[(30.65950096, 104.0821018), (30.65886582, 104.083667)]"
228,228,5831,"[(30.67260603, 104.0787652), (30.67410729, 104.0753428)]"
229,229,5832,"[(30.67497315, 104.0738388), (30.67410729, 104.0753428)]"
230,230,5835,"[(30.66238447, 104.0600977), (30.66597437, 104.0600469)]"
231,231,5837,"[(30.66501226, 104.0867203), (30.66368435, 104.0896351)]"
232,232,5838,"[(30.66894156, 104.091162), (30.66368435, 104.0896351)]"
233,233,5840,"[(30.66401786, 104.0861632), (30.66262974, 104.0880259)]"
234,234,5851,"[(30.67260603, 104.0787652), (30.67192313, 104.0803937)]"
235,235,5861,"[(30.66997767, 104.08965), (30.66894156, 104.091162)]"
236,236,5864,"[(30.67497315, 104.0738388), (30.67363721, 104.0726142)]"
237,237,5870,"[(30.66741927, 104.07744), (30.66903116, 104.0784525)]"
238,238,5871,"[(30.66974975, 104.0766779), (30.66903116, 104.0784525)]"
239,239,5874,"[(30.65151133, 104.0827149), (30.65181091, 104.0821982)]"
240,240,5875,"[(30.6537093, 104.0780951), (30.65181091, 104.0821982)]"
241,241,5891,"[(30.66959784, 104.0854869), (30.67168591, 104.0868417)]"
242,242,5892,"[(30.66997767, 104.08965), (30.67168591, 104.0868417)]"
243,243,5893,"[(30.67384238, 104.0840318), (30.67168591, 104.0868417)]"
244,244,5896,"[(30.66647581, 104.0834323), (30.66728632, 104.0819461)]"
245,245,5897,"[(30.66501226, 104.0867203), (30.66401786, 104.0861632)]"
246,246,5901,"[(30.66099639, 104.0729025), (30.66106452, 104.0746648)]"
247,247,5903,"[(30.65811967, 104.0811576), (30.6537093, 104.0780951)]"
248,248,5911,"[(30.64989872, 104.0637012), (30.6516143, 104.0636453)]"
249,249,5916,"[(30.65688755, 104.0583608), (30.6549959, 104.061353)]"
250,250,5923,"[(30.64989872, 104.0637012), (30.65032194, 104.0583406)]"
251,251,5924,"[(30.65197016, 104.0595641), (30.65032194, 104.0583406)]"
252,252,5926,"[(30.65811967, 104.0811576), (30.65950096, 104.0821018)]"
253,253,5931,"[(30.66240031, 104.0581438), (30.66238447, 104.0600977)]"
254,254,5932,"[(30.67433953, 104.0835351), (30.67384238, 104.0840318)]"
255,255,5933,"[(30.6587772, 104.0582534), (30.65688755, 104.0583608)]"
