,name_road,oldname_road,points
42,42,3832,"[(30.67192313, 104.0803937), (30.67110531, 104.0821882)]"
43,43,3833,"[(30.67384238, 104.0840318), (30.67110531, 104.0821882)]"
44,44,3855,"[(30.67466021, 104.0621684), (30.67481854, 104.0623267)]"
45,45,3856,"[(30.67394402, 104.064009), (30.67481854, 104.0623267)]"
46,46,3857,"[(30.67607279, 104.0631321), (30.67481854, 104.0623267)]"
47,47,3904,"[(30.66162768, 104.0847123), (30.66383958, 104.0859453)]"
48,48,3905,"[(30.66401786, 104.0861632), (30.66383958, 104.0859453)]"
49,49,3906,"[(30.66419702, 104.0844988), (30.66383958, 104.0859453)]"
50,50,3956,"[(30.66001727, 104.0881928), (30.66187992, 104.0892991)]"
51,51,3957,"[(30.66262974, 104.0880259), (30.66187992, 104.0892991)]"
52,52,3958,"[(30.66368435, 104.0896351), (30.66187992, 104.0892991)]"
53,53,4114,"[(30.66903116, 104.0784525), (30.67048239, 104.0794847)]"
54,54,4115,"[(30.66967255, 104.0811962), (30.67048239, 104.0794847)]"
55,55,4116,"[(30.67124474, 104.0778208), (30.67048239, 104.0794847)]"
56,56,4117,"[(30.67192313, 104.0803937), (30.67048239, 104.0794847)]"
57,57,4192,"[(30.67517099, 104.055294), (30.67840135, 104.0577632)]"
58,58,4193,"[(30.67652495, 104.0579073), (30.67840135, 104.0577632)]"
59,59,4194,"[(30.67607279, 104.0631321), (30.67840135, 104.0577632)]"
60,60,4196,"[(30.68391526, 104.0601849), (30.67840135, 104.0577632)]"
61,61,4223,"[(30.66259625, 104.0684967), (30.66585244, 104.0683242)]"
62,62,4224,"[(30.66609783, 104.0683074), (30.66585244, 104.0683242)]"
63,63,4274,"[(30.682564, 104.064995), (30.68391526, 104.0601849)]"
64,64,4523,"[(30.6743258, 104.0709467), (30.67587069, 104.0719208)]"
65,65,4524,"[(30.67497315, 104.0738388), (30.67587069, 104.0719208)]"
66,66,4525,"[(30.67806439, 104.0679123), (30.67587069, 104.0719208)]"
67,67,4562,"[(30.65755893, 104.0863404), (30.65815153, 104.0851728)]"
68,68,4563,"[(30.65886582, 104.083667), (30.65815153, 104.0851728)]"
69,69,4564,"[(30.66062918, 104.0867086), (30.65815153, 104.0851728)]"
70,70,4575,"[(30.67144791, 104.0632252), (30.67295026, 104.0640141)]"
71,71,4576,"[(30.67506014, 104.0653152), (30.67295026, 104.0640141)]"
72,72,4577,"[(30.66243375, 104.0719509), (30.66386644, 104.0728306)]"
73,73,4578,"[(30.66451347, 104.0732972), (30.66386644, 104.0728306)]"
74,74,4606,"[(30.66940919, 104.058001), (30.67074252, 104.0580009)]"
75,75,4607,"[(30.67321994, 104.0595661), (30.67074252, 104.0580009)]"
76,76,4608,"[(30.67416757, 104.0579058), (30.67074252, 104.0580009)]"
77,77,4669,"[(30.66503017, 104.0824686), (30.66585121, 104.0810256)]"
78,78,4670,"[(30.66658936, 104.0792781), (30.66585121, 104.0810256)]"
79,79,4739,"[(30.66940919, 104.058001), (30.66945889, 104.0597426)]"
80,80,4740,"[(30.66960555, 104.0629728), (30.66945889, 104.0597426)]"
81,81,4757,"[(30.67758218, 104.0758934), (30.67845521, 104.0734583)]"
82,82,4758,"[(30.67976462, 104.0690207), (30.67845521, 104.0734583)]"
83,83,4772,"[(30.67646893, 104.0666797), (30.67806439, 104.0679123)]"
84,84,4773,"[(30.67849467, 104.0667701), (30.67806439, 104.0679123)]"
85,85,4774,"[(30.67976462, 104.0690207), (30.67806439, 104.0679123)]"
86,86,4809,"[(30.66323476, 104.0814139), (30.66389343, 104.0798131)]"
87,87,4836,"[(30.6728792, 104.0698106), (30.6743258, 104.0709467)]"
88,88,4837,"[(30.67363721, 104.0726142), (30.6743258, 104.0709467)]"
89,89,4965,"[(30.65950096, 104.0821018), (30.66130424, 104.0827159)]"
90,90,4966,"[(30.66231551, 104.0833203), (30.66130424, 104.0827159)]"
91,91,4991,"[(30.66658936, 104.0792781), (30.66813158, 104.0802769)]"
92,92,4992,"[(30.66728632, 104.0819461), (30.66813158, 104.0802769)]"
93,93,4993,"[(30.66903116, 104.0784525), (30.66813158, 104.0802769)]"
94,94,4994,"[(30.66967255, 104.0811962), (30.66813158, 104.0802769)]"
95,95,5056,"[(30.66964496, 104.0694782), (30.67059491, 104.0707136)]"
96,96,5057,"[(30.66972895, 104.0723581), (30.67059491, 104.0707136)]"
97,97,5058,"[(30.67202107, 104.0715214), (30.67059491, 104.0707136)]"
98,98,5068,"[(30.65755893, 104.0863404), (30.6563458, 104.085206)]"
99,99,5110,"[(30.6627216, 104.0697571), (30.66259625, 104.0684967)]"
100,100,5151,"[(30.67600168, 104.074683), (30.67758218, 104.0758934)]"
101,101,5152,"[(30.67490618, 104.0813226), (30.67758218, 104.0758934)]"
102,102,5194,"[(30.66960555, 104.0629728), (30.66947157, 104.0657402)]"
103,103,5195,"[(30.67201962, 104.066047), (30.66947157, 104.0657402)]"
104,104,5210,"[(30.66501226, 104.0867203), (30.66809939, 104.0885456)]"
105,105,5211,"[(30.66959784, 104.0854869), (30.66809939, 104.0885456)]"
106,106,5212,"[(30.66997767, 104.08965), (30.66809939, 104.0885456)]"
107,107,5296,"[(30.66647581, 104.0834323), (30.66808938, 104.0845712)]"
108,108,5297,"[(30.66959784, 104.0854869), (30.66808938, 104.0845712)]"
109,109,5298,"[(30.66967255, 104.0811962), (30.66808938, 104.0845712)]"
110,110,5328,"[(30.65916798, 104.078706), (30.65990178, 104.0773122)]"
111,111,5329,"[(30.66106452, 104.0746648), (30.65990178, 104.0773122)]"
112,112,5338,"[(30.682564, 104.064995), (30.67976462, 104.0690207)]"
113,113,5350,"[(30.66741927, 104.07744), (30.66658936, 104.0792781)]"
114,114,5363,"[(30.6728792, 104.0698106), (30.67202107, 104.0715214)]"
115,115,5364,"[(30.67363721, 104.0726142), (30.67202107, 104.0715214)]"
116,116,5367,"[(30.67529443, 104.06481), (30.67849467, 104.0667701)]"
117,117,5408,"[(30.67124474, 104.0778208), (30.67271422, 104.0744083)]"
118,118,5409,"[(30.67363721, 104.0726142), (30.67271422, 104.0744083)]"
119,119,5410,"[(30.67410729, 104.0753428), (30.67271422, 104.0744083)]"
120,120,5434,"[(30.66950393, 104.0681003), (30.66609783, 104.0683074)]"
121,121,5447,"[(30.66974975, 104.0766779), (30.67124474, 104.0778208)]"
122,122,5448,"[(30.67260603, 104.0787652), (30.67124474, 104.0778208)]"
123,123,5452,"[(30.66310274, 104.0744995), (30.66566031, 104.0761884)]"
124,124,5453,"[(30.66612382, 104.0765093), (30.66566031, 104.0761884)]"
125,125,5458,"[(30.66231551, 104.0833203), (30.66323476, 104.0814139)]"
126,126,5459,"[(30.66503017, 104.0824686), (30.66323476, 104.0814139)]"
127,127,5505,"[(30.66964496, 104.0694782), (30.66950393, 104.0681003)]"
128,128,5506,"[(30.6717139, 104.0682796), (30.66950393, 104.0681003)]"
129,129,5515,"[(30.66695776, 104.0748457), (30.66829663, 104.0713876)]"
130,130,5516,"[(30.66964496, 104.0694782), (30.66829663, 104.0713876)]"
131,131,5517,"[(30.66972895, 104.0723581), (30.66829663, 104.0713876)]"
132,132,5546,"[(30.67345172, 104.0683853), (30.6717139, 104.0682796)]"
133,133,5574,"[(30.65755893, 104.0863404), (30.66001727, 104.0881928)]"
134,134,5575,"[(30.66062918, 104.0867086), (30.66001727, 104.0881928)]"
135,135,5578,"[(30.66162768, 104.0847123), (30.66231551, 104.0833203)]"
136,136,5579,"[(30.66419702, 104.0844988), (30.66231551, 104.0833203)]"
137,137,5586,"[(30.66106452, 104.0746648), (30.66161953, 104.0734954)]"
138,138,5587,"[(30.66243375, 104.0719509), (30.66161953, 104.0734954)]"
139,139,5588,"[(30.66310274, 104.0744995), (30.66161953, 104.0734954)]"
140,140,5591,"[(30.6627216, 104.0697571), (30.66243375, 104.0719509)]"
141,141,5593,"[(30.67529443, 104.06481), (30.67607279, 104.0631321)]"
142,142,5627,"[(30.66503017, 104.0824686), (30.66419702, 104.0844988)]"
143,143,5628,"[(30.66570422, 104.0852545), (30.66419702, 104.0844988)]"
144,144,5629,"[(30.6612243, 104.0854998), (30.66062918, 104.0867086)]"
145,145,5630,"[(30.66262974, 104.0880259), (30.66062918, 104.0867086)]"
146,146,5649,"[(30.67497315, 104.0738388), (30.67600168, 104.074683)]"
147,147,5650,"[(30.67344742, 104.079532), (30.67600168, 104.074683)]"
148,148,5652,"[(30.6612243, 104.0854998), (30.66162768, 104.0847123)]"
149,149,5692,"[(30.66501226, 104.0867203), (30.66570422, 104.0852545)]"
150,150,5693,"[(30.66647581, 104.0834323), (30.66570422, 104.0852545)]"
151,151,5714,"[(30.67416757, 104.0579058), (30.67517099, 104.055294)]"
152,152,5716,"[(30.66451347, 104.0732972), (30.66695776, 104.0748457)]"
153,153,5717,"[(30.66612382, 104.0765093), (30.66695776, 104.0748457)]"
154,154,5727,"[(30.67261623, 104.0608677), (30.67466021, 104.0621684)]"
155,155,5728,"[(30.67652495, 104.0579073), (30.67466021, 104.0621684)]"
156,156,5742,"[(30.67344742, 104.079532), (30.67490618, 104.0813226)]"
157,157,5743,"[(30.67433953, 104.0835351), (30.67490618, 104.0813226)]"
158,158,5748,"[(30.67260603, 104.0787652), (30.67344742, 104.079532)]"
159,159,5776,"[(30.66647581, 104.0834323), (30.66503017, 104.0824686)]"
160,160,5788,"[(30.67506014, 104.0653152), (30.67529443, 104.06481)]"
161,161,5804,"[(30.66741927, 104.07744), (30.66612382, 104.0765093)]"
162,162,5817,"[(30.65811967, 104.0811576), (30.65916798, 104.078706)]"
163,163,5828,"[(30.65950096, 104.0821018), (30.65886582, 104.083667)]"
164,164,5829,"[(30.67506014, 104.0653152), (30.67646893, 104.0666797)]"
165,165,5830,"[(30.67514299, 104.0692409), (30.67646893, 104.0666797)]"
166,166,5831,"[(30.67260603, 104.0787652), (30.67410729, 104.0753428)]"
167,167,5832,"[(30.67497315, 104.0738388), (30.67410729, 104.0753428)]"
168,168,5836,"[(30.67144791, 104.0632252), (30.66960555, 104.0629728)]"
169,169,5837,"[(30.66501226, 104.0867203), (30.66368435, 104.0896351)]"
170,170,5838,"[(30.66894156, 104.091162), (30.66368435, 104.0896351)]"
171,171,5840,"[(30.66401786, 104.0861632), (30.66262974, 104.0880259)]"
172,172,5851,"[(30.67260603, 104.0787652), (30.67192313, 104.0803937)]"
173,173,5857,"[(30.67321994, 104.0595661), (30.67416757, 104.0579058)]"
174,174,5858,"[(30.67652495, 104.0579073), (30.67416757, 104.0579058)]"
175,175,5861,"[(30.66997767, 104.08965), (30.66894156, 104.091162)]"
176,176,5864,"[(30.67497315, 104.0738388), (30.67363721, 104.0726142)]"
177,177,5870,"[(30.66741927, 104.07744), (30.66903116, 104.0784525)]"
178,178,5871,"[(30.66974975, 104.0766779), (30.66903116, 104.0784525)]"
179,179,5877,"[(30.67187144, 104.0625021), (30.67144791, 104.0632252)]"
180,180,5891,"[(30.66959784, 104.0854869), (30.67168591, 104.0868417)]"
181,181,5892,"[(30.66997767, 104.08965), (30.67168591, 104.0868417)]"
182,182,5893,"[(30.67384238, 104.0840318), (30.67168591, 104.0868417)]"
183,183,5896,"[(30.66647581, 104.0834323), (30.66728632, 104.0819461)]"
184,184,5897,"[(30.66501226, 104.0867203), (30.66401786, 104.0861632)]"
185,185,5898,"[(30.67345172, 104.0683853), (30.67506014, 104.0653152)]"
186,186,5909,"[(30.67261623, 104.0608677), (30.67187144, 104.0625021)]"
187,187,5910,"[(30.67345172, 104.0683853), (30.6728792, 104.0698106)]"
188,188,5918,"[(30.67514299, 104.0692409), (30.67345172, 104.0683853)]"
189,189,5926,"[(30.65811967, 104.0811576), (30.65950096, 104.0821018)]"
190,190,5932,"[(30.67433953, 104.0835351), (30.67384238, 104.0840318)]"
191,191,5935,"[(30.67321994, 104.0595661), (30.67261623, 104.0608677)]"
